recordingID,SpeakerID,birthYear,info,eduLevel,occLevel,firstLang,homeLang,sex
fn000751,N01148,1981,spontaneous conversation ('face-to-face'),midden,"niet-beroepsmatig actief, schoolgaand",Standaard Nederlands,Standaard Nederlands,vrouw
fn000752,N01148,1981,spontaneous conversation ('face-to-face'),midden,"niet-beroepsmatig actief, schoolgaand",Standaard Nederlands,Standaard Nederlands,vrouw
fn000753,N01148,1981,spontaneous conversation ('face-to-face'),midden,"niet-beroepsmatig actief, schoolgaand",Standaard Nederlands,Standaard Nederlands,vrouw
fn000754,N01148,1981,spontaneous conversation ('face-to-face'),midden,"niet-beroepsmatig actief, schoolgaand",Standaard Nederlands,Standaard Nederlands,vrouw
fn000755,N01148,1981,spontaneous conversation ('face-to-face'),midden,"niet-beroepsmatig actief, schoolgaand",Standaard Nederlands,Standaard Nederlands,vrouw
fn000756,N01148,1981,spontaneous conversation ('face-to-face'),midden,"niet-beroepsmatig actief, schoolgaand",Standaard Nederlands,Standaard Nederlands,vrouw
fn000757,N01148,1981,spontaneous conversation ('face-to-face'),midden,"niet-beroepsmatig actief, schoolgaand",Standaard Nederlands,Standaard Nederlands,vrouw
fn000758,N01148,1981,spontaneous conversation ('face-to-face'),midden,"niet-beroepsmatig actief, schoolgaand",Standaard Nederlands,Standaard Nederlands,vrouw
fn000759,N01148,1981,spontaneous conversation ('face-to-face'),midden,"niet-beroepsmatig actief, schoolgaand",Standaard Nederlands,Standaard Nederlands,vrouw
fn000760,N01148,1981,spontaneous conversation ('face-to-face'),midden,"niet-beroepsmatig actief, schoolgaand",Standaard Nederlands,Standaard Nederlands,vrouw
fn000761,N01149,1925,spontaneous conversation ('face-to-face'),midden,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000762,N01149,1925,spontaneous conversation ('face-to-face'),midden,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000763,N01149,1925,spontaneous conversation ('face-to-face'),midden,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000764,N01149,1925,spontaneous conversation ('face-to-face'),midden,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000765,N01149,1925,spontaneous conversation ('face-to-face'),midden,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000766,N01149,1925,spontaneous conversation ('face-to-face'),midden,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000767,N01149,1925,spontaneous conversation ('face-to-face'),midden,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000768,N01149,1925,spontaneous conversation ('face-to-face'),midden,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000769,N01149,1925,spontaneous conversation ('face-to-face'),midden,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000770,N01149,1925,spontaneous conversation ('face-to-face'),midden,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000761,N01150,1923,spontaneous conversation ('face-to-face'),hoog,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000762,N01150,1923,spontaneous conversation ('face-to-face'),hoog,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000763,N01150,1923,spontaneous conversation ('face-to-face'),hoog,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000764,N01150,1923,spontaneous conversation ('face-to-face'),hoog,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000765,N01150,1923,spontaneous conversation ('face-to-face'),hoog,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000766,N01150,1923,spontaneous conversation ('face-to-face'),hoog,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000767,N01150,1923,spontaneous conversation ('face-to-face'),hoog,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000768,N01150,1923,spontaneous conversation ('face-to-face'),hoog,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000769,N01150,1923,spontaneous conversation ('face-to-face'),hoog,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000770,N01150,1923,spontaneous conversation ('face-to-face'),hoog,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000771,N01151,1956,spontaneous conversation ('face-to-face'),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000772,N01151,1956,spontaneous conversation ('face-to-face'),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000773,N01151,1956,spontaneous conversation ('face-to-face'),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000774,N01151,1956,spontaneous conversation ('face-to-face'),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000775,N01151,1956,spontaneous conversation ('face-to-face'),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000776,N01151,1956,spontaneous conversation ('face-to-face'),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000777,N01151,1956,spontaneous conversation ('face-to-face'),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000778,N01151,1956,spontaneous conversation ('face-to-face'),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000779,N01151,1956,spontaneous conversation ('face-to-face'),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000780,N01151,1956,spontaneous conversation ('face-to-face'),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000771,N01152,1954,spontaneous conversation ('face-to-face'),midden,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000772,N01152,1954,spontaneous conversation ('face-to-face'),midden,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000773,N01152,1954,spontaneous conversation ('face-to-face'),midden,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000774,N01152,1954,spontaneous conversation ('face-to-face'),midden,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000775,N01152,1954,spontaneous conversation ('face-to-face'),midden,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000776,N01152,1954,spontaneous conversation ('face-to-face'),midden,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000777,N01152,1954,spontaneous conversation ('face-to-face'),midden,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000778,N01152,1954,spontaneous conversation ('face-to-face'),midden,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000779,N01152,1954,spontaneous conversation ('face-to-face'),midden,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000780,N01152,1954,spontaneous conversation ('face-to-face'),midden,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000772,N01153,1954,spontaneous conversation ('face-to-face'),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000773,N01153,1954,spontaneous conversation ('face-to-face'),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000774,N01153,1954,spontaneous conversation ('face-to-face'),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000781,N01999,1950,Eucharist: sermon,hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn000782,N01999,1950,Eucharist: sermon,hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn000783,N01999,1950,Eucharist: sermon,hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn000784,N01154,1980,spontaneous conversation ('face-to-face'),midden,"niet-beroepsmatig actief, schoolgaand",Standaard Nederlands,Standaard Nederlands,vrouw
fn000785,N01154,1980,spontaneous conversation ('face-to-face'),midden,"niet-beroepsmatig actief, schoolgaand",Standaard Nederlands,Standaard Nederlands,vrouw
fn000786,N01154,1980,spontaneous conversation ('face-to-face'),midden,"niet-beroepsmatig actief, schoolgaand",Standaard Nederlands,Standaard Nederlands,vrouw
fn000787,N01154,1980,spontaneous conversation ('face-to-face'),midden,"niet-beroepsmatig actief, schoolgaand",Standaard Nederlands,Standaard Nederlands,vrouw
fn000788,N01154,1980,spontaneous conversation ('face-to-face'),midden,"niet-beroepsmatig actief, schoolgaand",Standaard Nederlands,Standaard Nederlands,vrouw
fn000789,N01154,1980,spontaneous conversation ('face-to-face'),midden,"niet-beroepsmatig actief, schoolgaand",Standaard Nederlands,Standaard Nederlands,vrouw
fn000790,N01154,1980,spontaneous conversation ('face-to-face'),midden,"niet-beroepsmatig actief, schoolgaand",Standaard Nederlands,Standaard Nederlands,vrouw
fn000791,N01154,1980,spontaneous conversation ('face-to-face'),midden,"niet-beroepsmatig actief, schoolgaand",Standaard Nederlands,Standaard Nederlands,vrouw
fn000784,N01155,1979,spontaneous conversation ('face-to-face'),hoog,ongeschoold beroep,Standaard Nederlands,Standaard Nederlands,vrouw
fn000785,N01155,1979,spontaneous conversation ('face-to-face'),hoog,ongeschoold beroep,Standaard Nederlands,Standaard Nederlands,vrouw
fn000786,N01155,1979,spontaneous conversation ('face-to-face'),hoog,ongeschoold beroep,Standaard Nederlands,Standaard Nederlands,vrouw
fn000787,N01155,1979,spontaneous conversation ('face-to-face'),hoog,ongeschoold beroep,Standaard Nederlands,Standaard Nederlands,vrouw
fn000788,N01155,1979,spontaneous conversation ('face-to-face'),hoog,ongeschoold beroep,Standaard Nederlands,Standaard Nederlands,vrouw
fn000789,N01155,1979,spontaneous conversation ('face-to-face'),hoog,ongeschoold beroep,Standaard Nederlands,Standaard Nederlands,vrouw
fn000790,N01155,1979,spontaneous conversation ('face-to-face'),hoog,ongeschoold beroep,Standaard Nederlands,Standaard Nederlands,vrouw
fn000791,N01155,1979,spontaneous conversation ('face-to-face'),hoog,ongeschoold beroep,Standaard Nederlands,Standaard Nederlands,vrouw
fn000792,N01156,1942,spontaneous conversation ('face-to-face'),midden,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000793,N01156,1942,spontaneous conversation ('face-to-face'),midden,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000794,N01156,1942,spontaneous conversation ('face-to-face'),midden,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000795,N01156,1942,spontaneous conversation ('face-to-face'),midden,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000796,N01156,1942,spontaneous conversation ('face-to-face'),midden,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000797,N01156,1942,spontaneous conversation ('face-to-face'),midden,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000798,N01156,1942,spontaneous conversation ('face-to-face'),midden,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000799,N01156,1942,spontaneous conversation ('face-to-face'),midden,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000800,N01156,1942,spontaneous conversation ('face-to-face'),midden,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000801,N01156,1942,spontaneous conversation ('face-to-face'),midden,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000792,N01157,1952,spontaneous conversation ('face-to-face'),midden,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn000793,N01157,1952,spontaneous conversation ('face-to-face'),midden,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn000794,N01157,1952,spontaneous conversation ('face-to-face'),midden,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn000795,N01157,1952,spontaneous conversation ('face-to-face'),midden,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn000796,N01157,1952,spontaneous conversation ('face-to-face'),midden,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn000797,N01157,1952,spontaneous conversation ('face-to-face'),midden,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn000798,N01157,1952,spontaneous conversation ('face-to-face'),midden,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn000799,N01157,1952,spontaneous conversation ('face-to-face'),midden,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn000800,N01157,1952,spontaneous conversation ('face-to-face'),midden,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn000801,N01157,1952,spontaneous conversation ('face-to-face'),midden,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn000802,N01158,1949,spontaneous conversation ('face-to-face'),midden,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000803,N01158,1949,spontaneous conversation ('face-to-face'),midden,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000804,N01158,1949,spontaneous conversation ('face-to-face'),midden,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000805,N01158,1949,spontaneous conversation ('face-to-face'),midden,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000806,N01158,1949,spontaneous conversation ('face-to-face'),midden,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000807,N01158,1949,spontaneous conversation ('face-to-face'),midden,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000808,N01158,1949,spontaneous conversation ('face-to-face'),midden,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000809,N01158,1949,spontaneous conversation ('face-to-face'),midden,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000810,N01158,1949,spontaneous conversation ('face-to-face'),midden,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000811,N01158,1949,spontaneous conversation ('face-to-face'),midden,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000802,N01159,1944,spontaneous conversation ('face-to-face'),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn000803,N01159,1944,spontaneous conversation ('face-to-face'),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn000804,N01159,1944,spontaneous conversation ('face-to-face'),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn000805,N01159,1944,spontaneous conversation ('face-to-face'),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn000806,N01159,1944,spontaneous conversation ('face-to-face'),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn000807,N01159,1944,spontaneous conversation ('face-to-face'),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn000808,N01159,1944,spontaneous conversation ('face-to-face'),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn000809,N01159,1944,spontaneous conversation ('face-to-face'),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn000810,N01159,1944,spontaneous conversation ('face-to-face'),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn000811,N01159,1944,spontaneous conversation ('face-to-face'),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn000809,N01160,1974,spontaneous conversation ('face-to-face'),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000810,N01160,1974,spontaneous conversation ('face-to-face'),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000811,N01160,1974,spontaneous conversation ('face-to-face'),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000812,N01161,1958,spontaneous conversation ('face-to-face'),hoog,beroep dat een hogere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn000813,N01161,1958,spontaneous conversation ('face-to-face'),hoog,beroep dat een hogere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn000814,N01161,1958,spontaneous conversation ('face-to-face'),hoog,beroep dat een hogere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn000815,N01161,1958,spontaneous conversation ('face-to-face'),hoog,beroep dat een hogere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn000816,N01161,1958,spontaneous conversation ('face-to-face'),hoog,beroep dat een hogere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn000827,N01161,1958,spontaneous conversation ('face-to-face'),hoog,beroep dat een hogere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn000828,N01161,1958,spontaneous conversation ('face-to-face'),hoog,beroep dat een hogere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn000829,N01161,1958,spontaneous conversation ('face-to-face'),hoog,beroep dat een hogere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn000830,N01161,1958,spontaneous conversation ('face-to-face'),hoog,beroep dat een hogere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn000812,N01162,1960,spontaneous conversation ('face-to-face'),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000813,N01162,1960,spontaneous conversation ('face-to-face'),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000814,N01162,1960,spontaneous conversation ('face-to-face'),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000815,N01162,1960,spontaneous conversation ('face-to-face'),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000816,N01162,1960,spontaneous conversation ('face-to-face'),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000827,N01162,1960,spontaneous conversation ('face-to-face'),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000828,N01162,1960,spontaneous conversation ('face-to-face'),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000829,N01162,1960,spontaneous conversation ('face-to-face'),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000830,N01162,1960,spontaneous conversation ('face-to-face'),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000817,N01163,1961,spontaneous conversation ('face-to-face'),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000818,N01163,1961,spontaneous conversation ('face-to-face'),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000819,N01163,1961,spontaneous conversation ('face-to-face'),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000820,N01163,1961,spontaneous conversation ('face-to-face'),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000821,N01163,1961,spontaneous conversation ('face-to-face'),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000822,N01163,1961,spontaneous conversation ('face-to-face'),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000823,N01163,1961,spontaneous conversation ('face-to-face'),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000824,N01163,1961,spontaneous conversation ('face-to-face'),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000825,N01163,1961,spontaneous conversation ('face-to-face'),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000826,N01163,1961,spontaneous conversation ('face-to-face'),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn006700,N01163,1961,spontaneous telephone dialogue (local interface),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn006701,N01163,1961,spontaneous telephone dialogue (local interface),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn006702,N01163,1961,spontaneous telephone dialogue (local interface),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn006703,N01163,1961,spontaneous telephone dialogue (local interface),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn006704,N01163,1961,spontaneous telephone dialogue (local interface),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn006705,N01163,1961,spontaneous telephone dialogue (local interface),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn006706,N01163,1961,spontaneous telephone dialogue (local interface),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn006707,N01163,1961,spontaneous telephone dialogue (local interface),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn006708,N01163,1961,spontaneous telephone dialogue (local interface),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn006709,N01163,1961,spontaneous telephone dialogue (local interface),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn006710,N01163,1961,spontaneous telephone dialogue (local interface),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn006711,N01163,1961,spontaneous telephone dialogue (local interface),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn006858,N01163,1961,spontaneous telephone dialogue (local interface),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn006862,N01163,1961,spontaneous telephone dialogue (local interface),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn006865,N01163,1961,spontaneous telephone dialogue (local interface),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn000817,N01164,1946,spontaneous conversation ('face-to-face'),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn000818,N01164,1946,spontaneous conversation ('face-to-face'),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn000819,N01164,1946,spontaneous conversation ('face-to-face'),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn000820,N01164,1946,spontaneous conversation ('face-to-face'),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn000821,N01164,1946,spontaneous conversation ('face-to-face'),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn000822,N01164,1946,spontaneous conversation ('face-to-face'),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn000823,N01164,1946,spontaneous conversation ('face-to-face'),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn000824,N01164,1946,spontaneous conversation ('face-to-face'),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn000825,N01164,1946,spontaneous conversation ('face-to-face'),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn000826,N01164,1946,spontaneous conversation ('face-to-face'),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn006700,N01164,1946,spontaneous telephone dialogue (local interface),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn006701,N01164,1946,spontaneous telephone dialogue (local interface),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn006706,N01164,1946,spontaneous telephone dialogue (local interface),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn006707,N01164,1946,spontaneous telephone dialogue (local interface),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn006858,N01164,1946,spontaneous telephone dialogue (local interface),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn006859,N01164,1946,spontaneous telephone dialogue (local interface),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn006860,N01164,1946,spontaneous telephone dialogue (local interface),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn006862,N01164,1946,spontaneous telephone dialogue (local interface),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn006863,N01164,1946,spontaneous telephone dialogue (local interface),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn006864,N01164,1946,spontaneous telephone dialogue (local interface),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn006865,N01164,1946,spontaneous telephone dialogue (local interface),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn006866,N01164,1946,spontaneous telephone dialogue (local interface),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
