,wav_filename,wav_filesize,transcript,common_part,region,duration,duration_seconds,filename,chirp_wer,Deepgram_wer,googleSTT_wer,seamless_wer,whisper_wer
1481,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008043(064).wav,76988,ja dat denk ik ook ja nou toen ben ik dus uh naar de albert heijn op de westermarkt had ie 'm ook niet,008043,,0 days 00:00:04,4.0,fn008043(064),0.4166666666666667,1.0,0.7083333333333334,0.75,1.0
1482,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008031(093).wav,93436,en toen uh had was ruth nog gaan vragen aan de conducteur of uh ze konden bellen naar die andere trein,008031,,0 days 00:00:04,4.0,fn008031(093),0.2857142857142857,0.5238095238095238,0.5714285714285714,0.42857142857142855,0.6666666666666666
1483,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006760(036).wav,167020,we zijn toen in een leuk restaurantje in leiden gaan eten daarna zijn we toen uh toen gaan stappen,006760,,0 days 00:00:04,4.0,fn006760(036),0.21052631578947367,0.3684210526315789,0.2631578947368421,0.47368421052631576,0.3684210526315789
1484,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008193(056).wav,74234,'t meeste werk zit er nog in om die latten te te verven enzovoort,008193,,0 days 00:00:04,4.0,fn008193(056),0.07142857142857142,1.0,0.7857142857142857,1.0,1.0
1485,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv900107(090).wav,133196,ja inderdaad dan zien ze dat ge ijverig zijt,900107,vlaams_brab,0 days 00:00:04,4.0,fv900107(090),0.4444444444444444,0.8888888888888888,0.4444444444444444,0.6666666666666666,0.6666666666666666
1486,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006866(015).wav,170444,ggg zo de stad in stad in maar wij ze ze hadden mij opgewacht bij 't station,006866,,0 days 00:00:04,4.0,fn006866(015),0.35294117647058826,1.0,0.4117647058823529,0.8235294117647058,0.7058823529411765
1487,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006916(001).wav,235436,vertel hoe is 't met je vriendje goed ja ja nog steeds uh heftige verkering,006916,,0 days 00:00:04,4.0,fn006916(001),0.13333333333333333,0.6666666666666666,0.5333333333333333,0.6,0.5333333333333333
1488,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv700021(027).wav,137004,en waarom dat ge die erelonen betaald hebt dat is allemaal bijzaak,700021,vlaams_brab,0 days 00:00:04,4.0,fv700021(027),0.08333333333333333,0.25,0.08333333333333333,0.4166666666666667,0.4166666666666667
1489,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008005(012).wav,110348,oh 'k zal morgen m'n klachten wel doorgeven verder uh bert die had daarstraks nog effe gekeken naar die band,008005,,0 days 00:00:04,4.0,fn008005(012),0.35,0.55,0.5,0.7,0.55
1490,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv700063(037).wav,145036,dus qua uren is dat niet slecht allee nee dat valt wel mee,700063,vlaams_brab,0 days 00:00:04,4.0,fv700063(037),0.23076923076923078,1.0,0.23076923076923078,0.6153846153846154,0.46153846153846156
1491,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008360(034).wav,77868,nou ja dat ligt ook echt aan wanneer ik er zin in heb hoor er geen zin in heb kan 't best een uurtje langer duren,008360,,0 days 00:00:04,4.0,fn008360(034),0.23076923076923078,1.0,0.6153846153846154,0.7692307692307693,0.8846153846153846
1492,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv701244(042).wav,79084,ja dan uh want in totaal uh moet ik met u drie telefoontjes doen,701244,oost_vlaams,0 days 00:00:04,4.0,fv701244(042),0.14285714285714285,0.2857142857142857,0.21428571428571427,0.35714285714285715,0.35714285714285715
1493,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv701074(006).wav,70284,'k zou beter mijm ggg 'k zou mij beter bezighouden met met met in te pakken en zo h,701074,oost_vlaams,0 days 00:00:04,4.0,fv701074(006),0.47368421052631576,0.7368421052631579,0.6842105263157895,0.5263157894736842,0.8947368421052632
1494,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006816(013).wav,174252,heel veel ja ja ja want wij hebben namelijk bij ons een uh een uh allochtoon,006816,,0 days 00:00:04,4.0,fn006816(013),0.25,0.5625,0.375,0.625,0.625
1495,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv701142(057).wav,111564,voor eventueel als ik hierna dat 'k misschien bij jullie bij de volgende s maar ik veronderstel dat dat maar ene keer per jaar is ook,701142,vlaams_brab,0 days 00:00:04,4.0,fv701142(057),0.19230769230769232,0.34615384615384615,0.2692307692307692,0.4230769230769231,0.38461538461538464
1496,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv701296(019).wav,84796,want van 't weekend was de wereldpremire in londen ja dus uh ik vraag het mij af,701296,vlaams_brab,0 days 00:00:04,4.0,fv701296(019),0.29411764705882354,0.7058823529411765,0.6470588235294118,0.7058823529411765,0.8823529411764706
1497,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv901052(025).wav,253964,dus die luistert via de hoofdtelefoon naar die gesprekken en hij tijpt dan letter wat er gezegd wordt letterlijk uit en dat wordt opgeslagen i op de harde schijf van de computer en dat wordt dan daarna verwerkt in het kader van een project rond spraakherkenning,901052,vlaams_brab,0 days 00:00:04,4.0,fv901052(025),0.06521739130434782,0.15217391304347827,0.10869565217391304,0.15217391304347827,0.2608695652173913
1498,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008085(065).wav,150780,en uh en toen was die waren ze donderdags weer in 't lucas en toen zegt ie die gedachte had ik altijd al zegt ie maar ja wij konden 't niet zo goed zien,008085,,0 days 00:00:04,4.0,fn008085(065),0.17647058823529413,0.3235294117647059,0.4117647058823529,0.47058823529411764,0.5588235294117647
1499,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv901056(009).wav,189004,over een nieuw doctoraatsopleidingsprogramma ik heb gehoord dat er uh plannen waren om dat te wijzigen en te doen uh en florreke heeft er denk ik ietske over over zitten zeggen,901056,vlaams_brab,0 days 00:00:04,4.0,fv901056(009),0.12903225806451613,0.3225806451612903,0.3870967741935484,0.41935483870967744,0.3225806451612903
1500,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006765(077).wav,270476,ja inderdaad zonder daarop moeten letten van hoeveel neem ik er en uh ja precies en ik ben wel zo principieel dat ik dat uh dat ik nooit teveel uh zal uh zal drinken,006765,,0 days 00:00:04,4.0,fn006765(077),0.14705882352941177,0.2647058823529412,0.35294117647058826,0.6176470588235294,0.5
1501,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv700116(015).wav,233644,ah want we wou ik wou daar nog voor bellen uhm eigenlijk om te vragen wanneer dat ulle gasten gingen komen,700116,vlaams_brab,0 days 00:00:04,4.0,fv700116(015),0.14285714285714285,0.8095238095238095,0.14285714285714285,0.6190476190476191,0.6190476190476191
1502,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv700186(023).wav,148428,goh ja chance dat ge mij daaraan xxx aan doet denken hu,700186,oost_vlaams,0 days 00:00:04,4.0,fv700186(023),0.5,1.0,0.5,1.0,0.9166666666666666
1503,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008075(105).wav,68828,nou dat kun je dus uh d uh dichtklappen ook ja je kunt 'm ja je kunt 't gewoon weer inklappen,008075,,0 days 00:00:04,4.0,fn008075(105),0.47619047619047616,0.8571428571428571,0.6190476190476191,0.6666666666666666,0.7142857142857143
1504,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv701203(011).wav,201452,ja allee 'k heb daar uhm ja gelijk in de mcdonald dat je moet aan de kassa staan en roepen naar uh de die achter je,701203,west_vlaams,0 days 00:00:04,4.0,fv701203(011),0.38461538461538464,0.7307692307692307,0.6153846153846154,0.6153846153846154,0.5384615384615384
1505,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008104(064).wav,91932,dat 't precies een jaar geleden aan ging die dag heeft ie 't gedaan precies n jaar,008104,,0 days 00:00:04,4.0,fn008104(064),0.4117647058823529,1.0,1.0,1.3529411764705883,0.8823529411764706
1506,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006785(013).wav,180908,ja ik denk sjors die gaat dit jaar wel eens heen om nederland te vertegenwoordigen nee hoor ik ben heerlijk naar sparta feyenoord geweest,006785,,0 days 00:00:04,4.0,fn006785(013),0.08333333333333333,0.5833333333333334,0.4583333333333333,0.5833333333333334,0.5833333333333334
1507,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008256(029).wav,74780,nee maar moet je sowieso zeggen mmm nee nou,008256,,0 days 00:00:04,4.0,fn008256(029),0.3333333333333333,1.0,0.5555555555555556,1.4444444444444444,0.7777777777777778
1508,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv700006(010).wav,174124,dus in feite half twaalf zoiets ja ja en gij moet om n uur gaan voetballen,700006,west_vlaams,0 days 00:00:04,4.0,fv700006(010),0.375,1.0,0.5625,0.875,0.8125
1509,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv700045(032).wav,283116,ja uhm zonder echt ne lesgever die die ja die den boel serieus begeleidt kunt de daar eigenlijk niet veel mee doen,700045,vlaams_brab,0 days 00:00:04,4.0,fv700045(032),0.3181818181818182,0.5454545454545454,0.2727272727272727,0.5909090909090909,0.5
1510,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv901051(027).wav,97644,dus 't water wordt bij ons wel uh langer in de grond gehouden h,901051,vlaams_brab,0 days 00:00:04,4.0,fv901051(027),0.35714285714285715,0.5714285714285714,0.42857142857142855,0.5,0.5714285714285714
1511,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008287(032).wav,111340,'k uh moet ook nog even wat wat bedenken 'k had uh 'k had 't allemaal uh ja grijs en uh en en donkergrijs,008287,,0 days 00:00:04,4.0,fn008287(032),0.4166666666666667,0.7083333333333334,0.5416666666666666,0.75,0.8333333333333334
1512,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006919(021).wav,131180,op zich ook wel weer geinig is leuk is dat mmm,006919,,0 days 00:00:04,4.0,fn006919(021),0.36363636363636365,1.0,0.8181818181818182,0.9090909090909091,1.0
1513,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv700178(024).wav,328524,mmm jij ga 'tzelfde denken hoor daar zo van 's avonds zo ah weet ge 'k denk dat dat wel heel mooi moet zijn in die natuurparken en zo h,700178,limburg,0 days 00:00:04,4.0,fv700178(024),0.3333333333333333,0.5333333333333333,0.3333333333333333,0.43333333333333335,0.5666666666666667
1514,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv700112(066).wav,180844,en xxx van een uitstap te hebben ja allee dat hadden wij dan gezegd,700112,vlaams_brab,0 days 00:00:04,4.0,fv700112(066),0.2857142857142857,0.5714285714285714,0.2857142857142857,0.5714285714285714,0.5714285714285714
1515,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006898(017).wav,168492,en nou heb ik inderdaad wel leuke kastdeurtjes gevonden maar dan zit ik weer van ja wat voor deurtjes,006898,,0 days 00:00:04,4.0,fn006898(017),0.10526315789473684,0.3684210526315789,0.3157894736842105,0.42105263157894735,0.3684210526315789
1516,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008194(017).wav,85964,ze moeten toch weten of ie een blaasontsteking heeft of blaasgruis 'k bedoel dat zijn natuurlijk verschillende behandelingen,008194,,0 days 00:00:04,4.0,fn008194(017),0.16666666666666666,0.5555555555555556,0.4444444444444444,0.4444444444444444,0.4444444444444444
1517,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv901164(012).wav,202380,dus ik maak me zorgen mm-hu waar dat ze eigenlijk aan denken dat zijn zes regionale voorzieningen uh elk met een ambtenaar die toezicht houdt een soort regeringscommissaris h,901164,vlaams_brab,0 days 00:00:04,4.0,fv901164(012),0.27586206896551724,0.41379310344827586,0.5862068965517241,0.5172413793103449,0.6206896551724138
1518,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008079(093).wav,68494,en in die mensen dachten van nou dan moeten we ook maar uh iets doen ja ja,008079,,0 days 00:00:04,4.0,fn008079(093),0.5882352941176471,1.0,0.4117647058823529,0.8823529411764706,0.8823529411764706
1519,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv700180(044).wav,132012,uhm cocktailbar dan wat zei je cocktailbar anneleen,700180,limburg,0 days 00:00:04,4.0,fv700180(044),0.5,0.875,0.5,0.875,0.875
1520,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv701053(027).wav,69484,alles een beetjen afwachten wat dat dat zal zijn daar in dendermonde,701053,oost_vlaams,0 days 00:00:04,4.0,fv701053(027),0.5833333333333334,0.5833333333333334,0.6666666666666666,1.0833333333333333,0.9166666666666666
1521,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006842(061).wav,131884,'k zei dat ben ik ook 'k zeg maar dat wil niet zeggen dat 't n 't ander 't uitsluit,006842,,0 days 00:00:04,4.0,fn006842(061),0.45,0.55,0.6,0.7,0.75
1522,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008348(073).wav,133420,de huisartsenpost ggg oh en toen zei die huisartsenpost die zei uh een ambulance hier en anders kun je een lijkenwagen sturen,008348,,0 days 00:00:04,4.0,fn008348(073),0.36363636363636365,0.5909090909090909,0.6818181818181818,0.6363636363636364,0.7272727272727273
1523,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv701322(001).wav,96700,ah ik heb hier een duvel uitgeschonken zuh zeg rik ggg slecht karakter,701322,west_vlaams,0 days 00:00:04,4.0,fv701322(001),0.46153846153846156,0.9230769230769231,0.6153846153846154,0.9230769230769231,0.9230769230769231
1524,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv700159(026).wav,172716,ah den dingen h den uh taxicamionet van 't reisbureau heeft hun naar zaventem gebracht,700159,vlaams_brab,0 days 00:00:04,4.0,fv700159(026),0.5333333333333333,1.0,0.6,0.8666666666666667,0.9333333333333333
1525,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008046(045).wav,84812,dus was 't uh veel uh publiek of niet ik vond 't best wel redelijk ja,008046,,0 days 00:00:04,4.0,fn008046(045),0.375,1.0,0.4375,0.6875,0.625
1526,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008069(077).wav,96924,nee maar 't zou leuker zijn als die twee muzikale hoogtepunten van het jaar wat uh meer gespreid waren,008069,,0 days 00:00:04,4.0,fn008069(077),0.10526315789473684,0.21052631578947367,0.2631578947368421,0.2631578947368421,0.21052631578947367
1527,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv701056(099).wav,109004,ja ja van welke maar 't is zo oorverdovend 't is zo over geluidsoverlast van de gezondheidsdienst,701056,oost_vlaams,0 days 00:00:04,4.0,fv701056(099),0.23529411764705882,0.8235294117647058,0.5294117647058824,1.0588235294117647,1.1764705882352942
1528,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008306(093).wav,99020,ik hoor 't ggg maar uhm nee maar ik ik had bij luka wel zoiets van ja maar ik vind jou toch een mooi ventje,008306,,0 days 00:00:04,4.0,fn008306(093),0.32,0.6,0.52,0.76,0.76
1529,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv701043(059).wav,100204,dat ging makkelijker goed ik spring strak wel binnen en ik breng die haagscharen zo binnen en ik zal die kruiden ook meebrengen,701043,vlaams_brab,0 days 00:00:04,4.0,fv701043(059),0.13043478260869565,0.34782608695652173,0.30434782608695654,0.391304347826087,0.4782608695652174
1530,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006741(017).wav,140364,en uh wij zagen daar een kat vlak-uh-bij in de buurt zitten ja,006741,,0 days 00:00:04,4.0,fn006741(017),0.23076923076923078,0.6153846153846154,0.38461538461538464,0.38461538461538464,0.6153846153846154
1531,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008232(091).wav,90860,en uh ja op die manier uh heb je dus zelf toch nog altijd wat speelruimte,008232,,0 days 00:00:04,4.0,fn008232(091),0.125,0.3125,0.375,0.3125,0.625
1532,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn007007(028).wav,138092,ja en uh dat vonden wij eigenlijk al stom we meestal gaan wij met de bus ergens naartoe,007007,,0 days 00:00:04,4.0,fn007007(028),0.1111111111111111,0.5,0.4444444444444444,0.4444444444444444,0.5
1533,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008252(012).wav,193036,ja uhm d'r zouden naar mijn uh uh naar mijn idee zouden d'r uhm ggg bij r bij 't relatiemanagement een stuk of twee of drie uh mensen daarvoor worden gevraagd,008252,,0 days 00:00:04,4.0,fn008252(012),0.3870967741935484,1.0,0.6451612903225806,0.6774193548387096,0.5806451612903226
1534,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv901144(077).wav,102092,met kraag en al nee neen 't is zo een beke een overgooiermodel,901144,vlaams_brab,0 days 00:00:04,4.0,fv901144(077),0.6923076923076923,0.8461538461538461,0.6923076923076923,1.0,0.6923076923076923
1535,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv700141(006).wav,129932,dat dat gij dat dan bin binnenkort hadt en dat 'm dat dan zal moeten teruggeven,700141,vlaams_brab,0 days 00:00:04,4.0,fv700141(006),0.3125,0.5625,0.3125,0.75,0.875
1536,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008313(039).wav,139020,ggg en die had ik g omge d uhm,008313,,0 days 00:00:04,4.0,fn008313(039),2.2222222222222223,1.7777777777777777,2.7777777777777777,2.2222222222222223,2.0
1537,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008254(108).wav,155660,ja en jij zit nog via freeler ja en dat freeler dat is qua snelheid dan nog wel uh voor voor een gewoon uh modem nog wel ggg alleszins acceptabel,008254,,0 days 00:00:04,4.0,fn008254(108),0.16666666666666666,0.5,0.4,0.5333333333333333,0.4
1538,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008209(007).wav,115420,sch ggg ergens anders nog ja en gisteren en gisteren was 't in soest,008209,,0 days 00:00:04,4.0,fn008209(007),0.35714285714285715,0.7857142857142857,0.5,0.9285714285714286,0.8571428571428571
1539,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv701201(045).wav,86220,mama zou 'k dat gelijk ook niet willen aandoen maar ja vorig weekend is ze ook achter ons gekomen h maar toen was 't maar twaalf uur dertig,701201,west_vlaams,0 days 00:00:04,4.0,fv701201(045),0.4642857142857143,0.7857142857142857,0.6785714285714286,0.9642857142857143,0.7857142857142857
1540,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006839(078).wav,349292,ik ga 'm ophalen die batterij en daar baal ik dus 't hardste van 'k denk nou heb 'k net uh zowat dertig gulden uitgegeven voor een nieuwe batterij en nou is blijkt ie dus blijkt ie dus niet stuk te zijn,006839,,0 days 00:00:04,4.0,fn006839(078),0.3333333333333333,0.6904761904761905,0.5,0.6428571428571429,0.5476190476190477
1541,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006933(061).wav,315436,ja dat is ook zo ja en 't is net xxx jij hebt altijd nog zo veel uh werk na de na de 't lesgeven de correctie allemaal,006933,,0 days 00:00:04,4.0,fn006933(061),0.32142857142857145,0.35714285714285715,0.42857142857142855,0.6428571428571429,0.5357142857142857
1542,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv700190(078).wav,179884,ach ja oh ge waart gisteren niet on line,700190,limburg,0 days 00:00:04,4.0,fv700190(078),0.4444444444444444,1.0,0.4444444444444444,1.0,1.1111111111111112
1543,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv701051(002).wav,91724,ah ja ja uhm en gaat iets doen of gaat de later iets doen ja wel 't is dat dat 'k ook nog niet weet,701051,oost_vlaams,0 days 00:00:04,4.0,fv701051(002),0.52,1.0,0.92,0.72,0.76
1544,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008241(031).wav,75260,ggg je bent wel heel erg h nee maar,008241,vlaams_brab,0 days 00:00:04,4.0,fn008241(031),0.2222222222222222,0.6666666666666666,0.5555555555555556,0.7777777777777778,1.0
1545,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008374(079).wav,64348,ja dan uh moet je alleen even met chris regelen maar ja,008374,,0 days 00:00:04,4.0,fn008374(079),0.5,1.0,0.6666666666666666,7.416666666666667,0.75
1546,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv700061(052).wav,140524,en uh nu heb 'k er u uh helemaal turkooisblauw ge geschilderd,700061,limburg,0 days 00:00:04,4.0,fv700061(052),0.5,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666
1547,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008060(076).wav,71996,en toen zei wendelien lachend mmm gespoten je wilt toch niet zeggen dat je dat spuit h,008060,,0 days 00:00:04,4.0,fn008060(076),1.0,1.0,0.7058823529411765,0.7647058823529411,0.9411764705882353
1548,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006920(030).wav,151532,ze wassen daar bijna niet af ja ze doen alle borden doen ze een beetje schoonmaken met een doekje,006920,,0 days 00:00:04,4.0,fn006920(030),0.05263157894736842,0.3684210526315789,0.21052631578947367,0.42105263157894735,0.3684210526315789
1549,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv701103(050).wav,88412,mm-hu gij moet mee en en koen en toestanden,701103,west_vlaams,0 days 00:00:04,4.0,fv701103(050),1.0,1.0,1.0,0.6666666666666666,1.0
1550,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008215(045).wav,114108,dus je mag een keuze maken allebei moesten ze een keuze maken ja en de n was 't uh ja toch min of meer vrijblijvend,008215,,0 days 00:00:04,4.0,fn008215(045),0.12,0.52,0.28,0.48,0.4
1551,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008284(067).wav,64172,mm-hu en 'k heb even gebankierd,008284,,0 days 00:00:04,4.0,fn008284(067),0.5,1.0,0.6666666666666666,1.0,1.1666666666666667
1552,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv701203(027).wav,66204,'k zou dat eigenlijk nooit i in de overpoort in dat in dat studenten-uh-resaurant willen werken,701203,west_vlaams,0 days 00:00:04,4.0,fv701203(027),1.0,1.0,0.875,0.9375,0.8125
1553,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008364(052).wav,69564,ja maar ik dacht knoop verzetten lijkt me toch niet net net te weinig,008364,,0 days 00:00:04,4.0,fn008364(052),0.21428571428571427,0.35714285714285715,0.5,0.5714285714285714,0.7142857142857143
1554,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006728(070).wav,145452,ik uhm ik vind op zich wel leuk maar uhm ja weet nog niet helemaal zeker goed,006728,,0 days 00:00:04,4.0,fn006728(070),0.23529411764705882,0.5294117647058824,0.29411764705882354,0.5294117647058824,0.5882352941176471
1555,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006936(046).wav,157548,ja oh ja en dan hoe wij dan praten dan over zoveel jaar wordt 't d'ruit gehaald,006936,,0 days 00:00:04,4.0,fn006936(046),0.11764705882352941,0.4117647058823529,0.17647058823529413,0.6470588235294118,0.35294117647058826
1556,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006921(050).wav,131436,mm-hu dus maar uh ok en op een gegeven moment sperma in 'r haar heeft zitten,006921,,0 days 00:00:04,4.0,fn006921(050),0.375,0.9375,0.9375,0.9375,1.0
1557,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv901165(083).wav,77612,ggg een paar grote effecten meer decor als eten,901165,vlaams_brab,0 days 00:00:04,4.0,fv901165(083),0.8888888888888888,1.0,1.0,1.2222222222222223,0.8888888888888888
1558,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008074(077).wav,96300,ja hij was verder wel enthousiast dus uh h en dan ben je afgestudeerd dan ben 'k uh uh klaar als 't goed is,008074,,0 days 00:00:04,4.0,fn008074(077),0.2916666666666667,0.5,0.7916666666666666,0.5416666666666666,0.6666666666666666
1559,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008325(050).wav,79756,en uh dat uh heeft uh nog geen minuut in 't water gelegen toen was 't al helemaal donker,008325,,0 days 00:00:04,4.0,fn008325(050),0.2631578947368421,0.42105263157894735,0.2631578947368421,0.42105263157894735,0.47368421052631576
1560,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008198(068).wav,73868,nadeel is dat er meer kans op 't ontwikkelen van antistoffen tegen insuline is,008198,,0 days 00:00:04,4.0,fn008198(068),0.07142857142857142,0.21428571428571427,0.14285714285714285,0.21428571428571427,0.21428571428571427
